flight_number,airline_iata,airline_name,origin_iata,origin_city,dest_iata,dest_city,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,delay_minutes,distance_km,aircraft_type,origin_weather_code,origin_temp_c,origin_wind_kmh,origin_visibility_km,origin_precip_mm,origin_humidity,dest_weather_code,dest_temp_c,dest_wind_kmh,dest_visibility_km,dest_precip_mm,dest_humidity,weather_severity,origin_weather_severity,dest_weather_severity,hour_of_day,day_of_week,month,is_weekend,is_holiday,congestion_level,origin_congestion,dest_congestion,airline_reliability,historical_delay_rate,is_delayed
EK6406,EK,Emirates,DXB,Dubai,CDG,Paris,2026-01-06 09:20:00,2026-01-06 15:52:51,2026-01-06 10:25:00,2026-01-06 16:57:51,delayed,65,5238,A330,rain,20.5,33.9,4.6,12.2,43,clear,18.7,6.4,12.7,0.0,43,0.278,0.278,0.077,9,1,1,0,0,0.554,0.732,0.376,0.88,0.11,1
DL8048,DL,Delta Air Lines,DXB,Dubai,FCO,Rome,2025-08-26 08:25:00,2025-08-26 13:50:43,2025-08-26 08:22:00,2025-08-26 13:47:43,on_time,0,4343,B787,fog,9.7,0.6,0.8,0.2,41,clear,27.6,1.2,19.8,0.0,44,0.514,0.514,0.169,8,1,8,0,0,0.668,0.722,0.615,0.83,0.055,0
DL4578,DL,Delta Air Lines,JFK,New York,DXB,Dubai,2025-07-03 10:45:00,2025-07-04 00:30:04,2025-07-03 10:48:00,2025-07-04 00:33:04,on_time,0,11001,A350,cloudy,23.1,13.9,12.7,0.1,44,clear,16.5,10.5,18.7,0.0,51,0.124,0.124,0.112,10,3,7,0,0,0.608,0.784,0.432,0.83,0.24,0
AA9467,AA,American Airlines,CDG,Paris,JFK,New York,2026-01-28 17:55:00,2026-01-29 01:12:28,2026-01-28 17:59:00,2026-01-29 01:16:28,on_time,0,5833,A320,snow,-3.4,19.9,1.1,10.1,87,clear,18.9,7.2,15.7,0.0,92,0.68,0.68,0.202,17,2,1,0,0,0.438,0.876,0.0,0.81,0.126,0
U29064,U2,easyJet,LHR,London,CDG,Paris,2025-06-05 17:20:00,2025-06-05 17:45:57,2025-06-05 19:25:00,2025-06-05 19:50:57,delayed,125,346,A380,cloudy,8.4,7.5,10.6,0.3,63,clear,26.7,14.2,11.3,0.0,46,0.144,0.1,0.144,17,3,6,0,0,0.885,0.87,0.899,0.72,0.11,1
AZ4623,AZ,ITA Airways,CDG,Paris,ORY,Paris,2025-03-17 16:00:00,2025-03-17 16:02:33,2025-03-17 15:56:00,2025-03-17 15:58:33,on_time,0,34,B747,cloudy,25.5,18.0,9.4,0.3,45,clear,19.2,3.7,16.9,0.0,52,0.125,0.125,0.089,16,0,3,0,0,0.493,0.534,0.451,0.74,0.069,0
AZ6233,AZ,ITA Airways,FCO,Rome,CDG,Paris,2026-01-17 21:05:00,2026-01-17 22:27:30,2026-01-17 22:25:00,2026-01-17 23:47:30,delayed,80,1100,B777,cloudy,13.1,14.5,7.7,0.2,64,snow,-13.5,13.0,4.1,11.1,31,0.533,0.297,0.533,21,5,1,1,0,0.385,0.576,0.194,0.74,0.198,1
AA1376,AA,American Airlines,FCO,Rome,CDG,Paris,2025-07-04 20:05:00,2025-07-04 21:27:30,2025-07-04 21:02:00,2025-07-04 22:24:30,delayed,57,1100,B787,storm,14.9,47.9,2.1,35.0,75,clear,25.9,12.9,13.8,0.0,89,0.855,0.855,0.0,20,4,7,0,0,0.455,0.441,0.469,0.81,0.198,1
LH5676,LH,Lufthansa,CDG,Paris,FCO,Rome,2025-06-04 20:40:00,2025-06-04 22:02:30,2025-06-04 22:46:00,2025-06-05 00:08:30,delayed,126,1100,A320,storm,27.5,49.1,3.2,23.5,89,cloudy,20.0,5.5,11.4,0.0,32,0.824,0.824,0.059,20,2,6,0,0,0.417,0.318,0.517,0.8,0.116,1
AA3103,AA,American Airlines,ORY,Paris,CDG,Paris,2025-02-04 11:00:00,2025-02-04 11:02:33,2025-02-04 11:02:00,2025-02-04 11:04:33,on_time,0,34,A330,rain,8.0,31.4,3.9,9.5,36,cloudy,16.0,9.2,6.3,0.2,78,0.384,0.384,0.188,11,1,2,0,0,0.524,0.497,0.552,0.81,0.198,0
DL9761,DL,Delta Air Lines,ORY,Paris,DXB,Dubai,2025-09-07 15:25:00,2025-09-07 21:58:27,2025-09-07 15:24:00,2025-09-07 21:57:27,on_time,0,5246,A350,clear,16.2,12.5,11.5,0.0,35,clear,20.2,3.5,12.1,0.0,51,0.022,0.0,0.022,15,6,9,1,0,0.53,0.47,0.591,0.83,0.191,0
DL2661,DL,Delta Air Lines,CDG,Paris,LHR,London,2025-11-16 13:15:00,2025-11-16 13:40:57,2025-11-16 13:17:00,2025-11-16 13:42:57,on_time,0,346,B777,cloudy,22.7,21.9,6.9,0.3,74,fog,7.8,1.5,0.2,0.4,37,0.642,0.0,0.642,13,6,11,1,0,0.434,0.495,0.373,0.83,0.23,0
TK7112,TK,Turkish Airlines,JFK,New York,CDG,Paris,2025-07-11 06:50:00,2025-07-11 14:07:28,2025-07-11 06:47:00,2025-07-11 14:04:28,on_time,0,5833,A320,clear,29.0,1.7,18.5,0.0,38,clear,29.0,6.5,14.2,0.0,50,0.182,0.182,0.0,6,4,7,0,0,0.496,0.364,0.628,0.77,0.233,0
EK5441,EK,Emirates,CDG,Paris,DXB,Dubai,2025-11-04 17:45:00,2025-11-05 00:17:51,2025-11-04 17:42:00,2025-11-05 00:14:51,on_time,0,5238,A321,clear,28.2,2.5,15.2,0.0,89,clear,18.8,9.7,13.2,0.0,77,0.029,0.008,0.029,17,1,11,0,0,0.496,0.703,0.289,0.88,0.111,0
LH1054,LH,Lufthansa,FCO,Rome,LHR,London,2025-10-07 10:45:00,2025-10-07 12:33:13,2025-10-07 10:47:00,2025-10-07 12:35:13,on_time,0,1443,A350,rain,8.1,23.4,5.5,6.1,43,rain,15.8,28.5,5.3,7.1,54,0.448,0.448,0.384,10,1,10,0,0,0.474,0.58,0.369,0.8,0.161,0
AF4827,AF,Air France,CDG,Paris,BCN,Barcelona,2025-03-13 08:50:00,2025-03-13 09:54:21,2025-03-13 08:50:00,2025-03-13 09:54:21,on_time,0,858,B737,rain,4.4,16.7,8.3,10.8,93,cloudy,19.7,18.6,8.4,0.0,66,0.479,0.479,0.223,8,3,3,0,0,0.706,0.659,0.753,0.78,0.061,0
LH1149,LH,Lufthansa,BCN,Barcelona,LHR,London,2025-11-16 13:55:00,2025-11-16 15:21:01,2025-11-16 14:52:00,2025-11-16 16:18:01,delayed,57,1147,B737,rain,14.9,28.6,9.2,14.6,46,fog,15.6,2.2,1.3,0.2,73,0.489,0.462,0.489,13,6,11,1,0,0.544,0.518,0.571,0.8,0.071,1
DL737,DL,Delta Air Lines,CDG,Paris,DXB,Dubai,2026-01-15 23:30:00,2026-01-16 06:02:51,2026-01-15 23:26:00,2026-01-16 05:58:51,on_time,0,5238,A350,rain,11.0,35.5,9.6,7.1,49,clear,24.4,14.4,14.8,0.0,43,0.478,0.478,0.059,23,3,1,0,0,0.146,0.191,0.102,0.83,0.111,0
EK3879,EK,Emirates,BCN,Barcelona,CDG,Paris,2025-05-03 20:55:00,2025-05-03 21:59:21,2025-05-03 20:56:00,2025-05-03 22:00:21,on_time,0,858,A330,cloudy,8.2,16.6,14.7,0.1,42,snow,-4.9,11.7,2.0,12.0,63,0.753,0.23,0.753,20,5,5,1,0,0.569,0.603,0.535,0.88,0.203,0
TK5882,TK,Turkish Airlines,LHR,London,BCN,Barcelona,2025-04-07 07:20:00,2025-04-07 08:46:01,2025-04-07 07:25:00,2025-04-07 08:51:01,on_time,0,1147,E190,clear,21.4,13.6,11.1,0.0,64,rain,10.5,26.3,6.1,8.7,34,0.302,0.0,0.302,7,0,4,0,0,0.53,0.418,0.642,0.77,0.134,0
EK9399,EK,Emirates,CDG,Paris,JFK,New York,2025-09-05 14:10:00,2025-09-05 21:27:28,2025-09-05 15:54:00,2025-09-05 23:11:28,delayed,104,5833,B777,fog,3.5,1.7,1.4,0.2,75,storm,21.4,32.0,1.8,18.5,54,0.983,0.552,0.983,14,4,9,0,0,0.604,0.614,0.594,0.88,0.126,1
DL8850,DL,Delta Air Lines,ORY,Paris,JFK,New York,2026-01-27 14:25:00,2026-01-27 21:42:24,2026-01-27 14:20:00,2026-01-27 21:37:24,on_time,0,5832,B747,cloudy,11.7,11.8,10.1,0.5,90,rain,15.0,10.2,4.3,4.0,84,0.292,0.034,0.292,14,1,1,0,0,0.451,0.507,0.394,0.83,0.147,0
BA7638,BA,British Airways,DXB,Dubai,FCO,Rome,2025-12-05 17:00:00,2025-12-05 22:25:43,2025-12-05 17:03:00,2025-12-05 22:28:43,on_time,0,4343,A380,storm,18.6,58.0,3.0,24.9,80,fog,10.2,6.7,1.9,1.0,45,0.816,0.816,0.496,17,4,12,0,0,0.466,0.688,0.245,0.82,0.055,0
EK7858,EK,Emirates,LHR,London,CDG,Paris,2025-06-01 22:05:00,2025-06-01 22:30:57,2025-06-01 22:34:00,2025-06-01 22:59:57,delayed,29,346,A320,clear,27.0,9.9,10.4,0.0,76,clear,32.0,4.9,17.6,0.0,87,0.184,0.023,0.184,22,6,6,1,0,0.325,0.223,0.427,0.88,0.11,1
FR4246,FR,Ryanair,ORY,Paris,FCO,Rome,2025-12-07 11:30:00,2025-12-07 12:51:40,2025-12-07 13:14:00,2025-12-07 14:35:40,delayed,104,1089,B777,fog,9.0,8.1,1.9,0.4,64,clear,22.7,13.7,10.6,0.0,81,0.439,0.439,0.045,11,6,12,1,0,0.583,0.665,0.501,0.68,0.14,1
AZ5517,AZ,ITA Airways,ORY,Paris,FCO,Rome,2025-08-06 16:20:00,2025-08-06 17:41:40,2025-08-06 16:24:00,2025-08-06 17:45:40,on_time,0,1089,B787,rain,17.2,12.3,5.4,7.1,38,clear,28.6,15.0,17.7,0.0,83,0.323,0.323,0.065,16,2,8,0,0,0.598,0.431,0.765,0.74,0.14,0
VY8491,VY,Vueling,LHR,London,FCO,Rome,2025-12-09 08:25:00,2025-12-09 10:13:13,2025-12-09 08:20:00,2025-12-09 10:08:13,on_time,0,1443,A321,snow,-0.2,14.0,2.3,4.9,42,rain,17.6,15.0,3.7,5.8,85,0.545,0.545,0.228,8,1,12,0,0,0.712,0.748,0.676,0.7,0.138,0
AA4462,AA,American Airlines,DXB,Dubai,CDG,Paris,2025-06-20 05:45:00,2025-06-20 12:17:51,2025-06-20 05:50:00,2025-06-20 12:22:51,on_time,0,5238,B777,cloudy,25.1,19.4,12.6,0.3,44,clear,29.9,4.4,13.6,0.0,74,0.091,0.091,0.0,5,4,6,0,0,0.311,0.022,0.601,0.81,0.11,0
TK314,TK,Turkish Airlines,FCO,Rome,JFK,New York,2025-04-24 22:55:00,2025-04-25 07:29:52,2025-04-24 22:56:00,2025-04-25 07:30:52,on_time,0,6865,A380,storm,16.8,41.0,2.7,7.5,53,cloudy,12.0,7.7,12.2,0.3,52,0.964,0.964,0.313,22,3,4,0,0,0.316,0.308,0.324,0.77,0.128,0
AF1703,AF,Air France,ORY,Paris,LHR,London,2025-11-02 21:35:00,2025-11-02 22:02:22,2025-11-02 22:36:00,2025-11-02 23:03:22,delayed,61,365,B787,clear,20.7,9.4,11.4,0.0,81,rain,17.3,15.6,8.6,14.3,85,0.437,0.101,0.437,21,6,11,1,0,0.415,0.399,0.431,0.78,0.082,1
BA5312,BA,British Airways,FCO,Rome,DXB,Dubai,2025-04-26 08:30:00,2025-04-26 13:55:43,2025-04-26 08:26:00,2025-04-26 13:51:43,on_time,0,4343,E190,clear,22.8,14.0,18.8,0.0,35,cloudy,5.0,5.2,12.9,0.2,31,0.124,0.124,0.014,8,5,4,1,0,0.723,0.713,0.733,0.82,0.238,0
VY7649,VY,Vueling,CDG,Paris,ORY,Paris,2025-07-25 16:15:00,2025-07-25 16:17:33,2025-07-25 16:18:00,2025-07-25 16:20:33,on_time,0,34,A330,clear,17.3,0.8,16.7,0.0,56,clear,24.5,8.0,10.5,0.0,60,0.18,0.123,0.18,16,4,7,0,0,0.593,0.64,0.546,0.7,0.069,0
DL3964,DL,Delta Air Lines,BCN,Barcelona,JFK,New York,2025-09-28 06:10:00,2025-09-28 13:51:15,2025-09-28 07:41:00,2025-09-28 15:22:15,delayed,91,6150,A321,clear,15.7,1.7,12.3,0.0,30,cloudy,12.7,12.7,14.2,0.2,86,0.325,0.325,0.291,6,6,9,1,0,0.509,0.303,0.716,0.83,0.173,1
BA9412,BA,British Airways,CDG,Paris,LHR,London,2025-12-02 12:15:00,2025-12-02 12:40:57,2025-12-02 12:14:00,2025-12-02 12:39:57,on_time,0,346,A321,snow,-4.6,34.6,4.8,14.5,50,rain,11.2,12.6,5.1,4.0,33,0.62,0.62,0.287,12,1,12,0,0,0.543,0.678,0.409,0.82,0.23,0
IB5426,IB,Iberia,ORY,Paris,CDG,Paris,2025-08-15 16:15:00,2025-08-15 16:17:33,2025-08-15 17:24:00,2025-08-15 17:26:33,delayed,69,34,A350,rain,19.3,31.3,6.0,2.2,81,cloudy,12.6,19.9,8.7,0.1,95,0.462,0.462,0.163,16,4,8,0,0,0.588,0.567,0.609,0.76,0.198,1
U2102,U2,easyJet,BCN,Barcelona,JFK,New York,2026-01-04 10:10:00,2026-01-04 17:51:15,2026-01-04 10:12:00,2026-01-04 17:53:15,on_time,0,6150,B747,fog,14.8,6.0,1.5,0.6,62,cloudy,13.2,13.8,8.8,0.1,58,0.482,0.482,0.035,10,6,1,1,0,0.819,0.85,0.788,0.72,0.173,0
AZ3324,AZ,ITA Airways,JFK,New York,CDG,Paris,2025-06-28 06:15:00,2025-06-28 13:32:28,2025-06-28 07:33:00,2025-06-28 14:50:28,delayed,78,5833,A330,storm,28.5,77.3,4.0,7.7,65,cloudy,11.0,14.2,7.8,0.4,87,0.701,0.701,0.263,6,5,6,1,0,0.556,0.361,0.751,0.74,0.233,1
AF6755,AF,Air France,LHR,London,BCN,Barcelona,2025-05-09 16:45:00,2025-05-09 18:11:01,2025-05-09 18:38:00,2025-05-09 20:04:01,delayed,113,1147,A380,storm,10.5,35.1,1.1,17.1,78,storm,16.7,71.1,2.7,15.4,89,0.805,0.593,0.805,16,4,5,0,0,0.77,0.585,0.956,0.78,0.134,1
LH3908,LH,Lufthansa,FCO,Rome,JFK,New York,2025-05-15 11:30:00,2025-05-15 20:04:52,2025-05-15 11:26:00,2025-05-15 20:00:52,on_time,0,6865,A350,cloudy,16.7,23.9,10.3,0.5,91,cloudy,16.0,22.1,7.7,0.3,82,0.255,0.255,0.175,11,3,5,0,0,0.665,0.626,0.705,0.8,0.128,0
VY1640,VY,Vueling,ORY,Paris,JFK,New York,2025-12-12 18:55:00,2025-12-13 02:12:24,2025-12-12 20:24:00,2025-12-13 03:41:24,delayed,89,5832,B787,cloudy,23.5,19.4,14.5,0.4,87,rain,21.0,30.0,6.4,9.4,79,0.438,0.145,0.438,18,4,12,0,0,0.502,0.903,0.1,0.7,0.147,1
LH1273,LH,Lufthansa,JFK,New York,CDG,Paris,2025-09-24 11:05:00,2025-09-24 18:22:28,2025-09-24 11:06:00,2025-09-24 18:23:28,on_time,0,5833,A380,cloudy,27.4,19.8,13.2,0.3,71,rain,10.6,34.6,6.6,3.6,50,0.447,0.237,0.447,11,2,9,0,0,0.61,0.52,0.7,0.8,0.233,0
AF3233,AF,Air France,BCN,Barcelona,CDG,Paris,2025-11-17 20:30:00,2025-11-17 21:34:21,2025-11-17 20:25:00,2025-11-17 21:29:21,on_time,0,858,A320,fog,1.3,9.4,1.3,0.6,54,clear,34.1,6.8,16.0,0.0,94,0.571,0.571,0.0,20,0,11,0,0,0.405,0.316,0.495,0.78,0.203,0
DL9492,DL,Delta Air Lines,BCN,Barcelona,FCO,Rome,2025-06-27 17:35:00,2025-06-27 18:38:27,2025-06-27 17:35:00,2025-06-27 18:38:27,on_time,0,846,B737,clear,29.7,12.3,19.6,0.0,40,cloudy,15.8,5.5,13.6,0.1,59,0.3,0.142,0.3,17,4,6,0,0,0.712,0.676,0.747,0.83,0.212,0
TK4050,TK,Turkish Airlines,FCO,Rome,CDG,Paris,2026-01-18 07:50:00,2026-01-18 09:12:30,2026-01-18 08:32:00,2026-01-18 09:54:30,delayed,42,1100,E190,clear,18.1,14.3,14.6,0.0,35,rain,10.1,26.6,4.6,9.1,75,0.332,0.11,0.332,7,6,1,1,0,0.538,0.298,0.778,0.77,0.198,1
TK5490,TK,Turkish Airlines,DXB,Dubai,LHR,London,2025-09-29 20:15:00,2025-09-30 03:07:16,2025-09-29 20:16:00,2025-09-30 03:08:16,on_time,0,5497,A321,storm,19.9,63.1,3.4,20.4,89,snow,1.0,29.6,2.2,2.1,67,0.747,0.747,0.589,20,0,9,0,0,0.277,0.553,0.0,0.77,0.07,0
AA2937,AA,American Airlines,JFK,New York,LHR,London,2025-06-14 18:30:00,2025-06-15 01:25:30,2025-06-14 18:25:00,2025-06-15 01:20:30,on_time,0,5540,E190,clear,21.8,4.1,10.2,0.0,32,clear,21.2,10.1,18.4,0.0,45,0.207,0.207,0.0,18,5,6,1,0,0.45,0.783,0.117,0.81,0.093,0
BA5631,BA,British Airways,DXB,Dubai,CDG,Paris,2025-05-18 01:00:00,2025-05-18 07:32:51,2025-05-18 00:55:00,2025-05-18 07:27:51,on_time,0,5238,A320,clear,25.4,3.6,16.5,0.0,67,clear,29.1,1.7,19.9,0.0,86,0.018,0.018,0.0,1,6,5,1,0,0.311,0.0,0.623,0.82,0.11,0
FR1516,FR,Ryanair,LHR,London,JFK,New York,2025-07-24 05:20:00,2025-07-24 12:15:30,2025-07-24 05:21:00,2025-07-24 12:16:30,on_time,0,5540,B747,clear,20.7,12.7,11.7,0.0,51,clear,34.3,2.1,15.2,0.0,63,0.373,0.176,0.373,5,3,7,0,0,0.397,0.117,0.676,0.68,0.068,0
AA4921,AA,American Airlines,DXB,Dubai,ORY,Paris,2025-08-29 18:20:00,2025-08-30 00:53:27,2025-08-29 18:25:00,2025-08-30 00:58:27,on_time,0,5246,A321,rain,18.8,25.6,6.7,5.6,44,storm,22.3,41.6,2.0,8.6,92,0.755,0.385,0.755,18,4,8,0,0,0.572,0.95,0.193,0.81,0.064,0
VY7206,VY,Vueling,CDG,Paris,JFK,New York,2025-08-30 20:10:00,2025-08-31 03:27:28,2025-08-30 20:09:00,2025-08-31 03:26:28,on_time,0,5833,B747,storm,17.1,66.5,3.4,9.3,71,clear,19.2,5.2,18.0,0.0,93,0.939,0.939,0.079,20,5,8,1,0,0.307,0.533,0.081,0.7,0.126,0
LH1430,LH,Lufthansa,BCN,Barcelona,DXB,Dubai,2025-10-04 07:15:00,2025-10-04 13:43:07,2025-10-04 07:18:00,2025-10-04 13:46:07,on_time,0,5175,A321,cloudy,8.9,23.2,6.5,0.5,37,storm,22.3,77.0,3.1,35.1,73,0.687,0.3,0.687,7,5,10,1,0,0.502,0.384,0.62,0.8,0.185,0
BA3832,BA,British Airways,BCN,Barcelona,CDG,Paris,2025-06-27 11:10:00,2025-06-27 12:14:21,2025-06-27 11:11:00,2025-06-27 12:15:21,on_time,0,858,A321,clear,18.8,11.2,12.5,0.0,80,clear,26.8,1.5,12.7,0.0,44,0.08,0.001,0.08,11,4,6,0,0,0.612,0.535,0.689,0.82,0.203,0
AZ8269,AZ,ITA Airways,LHR,London,DXB,Dubai,2025-08-22 05:35:00,2025-08-22 12:27:16,2025-08-22 07:06:00,2025-08-22 13:58:16,delayed,91,5497,B777,storm,10.1,58.0,1.7,23.5,65,clear,30.4,11.9,19.6,0.0,55,0.947,0.947,0.0,5,4,8,0,0,0.363,0.176,0.55,0.74,0.223,1
IB5029,IB,Iberia,FCO,Rome,CDG,Paris,2025-03-18 01:55:00,2025-03-18 03:17:30,2025-03-18 01:51:00,2025-03-18 03:13:30,on_time,0,1100,A350,cloudy,21.5,14.5,14.9,0.5,33,cloudy,8.8,6.9,7.0,0.0,68,0.214,0.214,0.192,1,1,3,0,0,0.024,0.0,0.047,0.76,0.198,0
LH5993,LH,Lufthansa,CDG,Paris,LHR,London,2025-07-09 11:35:00,2025-07-09 12:00:57,2025-07-09 11:34:00,2025-07-09 11:59:57,on_time,0,346,A320,clear,25.7,8.8,11.5,0.0,82,cloudy,26.4,20.0,12.8,0.5,87,0.117,0.092,0.117,11,2,7,0,0,0.473,0.454,0.492,0.8,0.23,0
BA8922,BA,British Airways,CDG,Paris,LHR,London,2025-12-14 11:50:00,2025-12-14 12:15:57,2025-12-14 11:49:00,2025-12-14 12:14:57,on_time,0,346,A330,fog,1.6,6.3,0.5,0.4,79,rain,12.1,21.6,9.5,6.4,81,0.502,0.308,0.502,11,6,12,1,0,0.444,0.463,0.425,0.82,0.23,0
AF8266,AF,Air France,BCN,Barcelona,FCO,Rome,2025-12-04 14:10:00,2025-12-04 15:13:27,2025-12-04 14:09:00,2025-12-04 15:12:27,on_time,0,846,B777,rain,13.1,33.1,9.4,13.4,95,clear,26.5,9.1,12.3,0.0,62,0.221,0.221,0.176,14,3,12,0,0,0.572,0.663,0.48,0.78,0.212,0
DL568,DL,Delta Air Lines,ORY,Paris,CDG,Paris,2025-11-20 12:15:00,2025-11-20 12:17:33,2025-11-20 12:11:00,2025-11-20 12:13:33,on_time,0,34,A321,fog,11.7,4.0,0.1,1.0,39,snow,1.5,22.5,5.6,19.1,91,0.506,0.483,0.506,12,3,11,0,0,0.523,0.586,0.46,0.83,0.198,0
TK7580,TK,Turkish Airlines,LHR,London,CDG,Paris,2025-08-19 12:40:00,2025-08-19 13:05:57,2025-08-19 12:40:00,2025-08-19 13:05:57,on_time,0,346,A321,fog,16.6,2.4,0.9,0.1,76,storm,12.7,47.3,4.8,30.4,36,0.811,0.729,0.811,12,1,8,0,0,0.542,0.602,0.483,0.77,0.11,0
AZ8196,AZ,ITA Airways,BCN,Barcelona,ORY,Paris,2025-07-13 11:25:00,2025-07-13 12:26:57,2025-07-13 12:53:00,2025-07-13 13:54:57,delayed,88,826,A320,cloudy,13.8,23.1,8.5,0.3,70,rain,11.7,20.1,8.4,14.2,40,0.442,0.19,0.442,11,6,7,1,0,0.457,0.518,0.396,0.74,0.17,1
TK563,TK,Turkish Airlines,CDG,Paris,FCO,Rome,2026-01-03 02:25:00,2026-01-03 03:47:30,2026-01-03 02:25:00,2026-01-03 03:47:30,on_time,0,1100,A350,storm,21.8,68.4,1.8,17.9,84,cloudy,23.6,21.1,14.0,0.1,73,0.921,0.921,0.239,2,5,1,1,0,0.231,0.262,0.199,0.77,0.116,0
FR2129,FR,Ryanair,ORY,Paris,LHR,London,2025-12-19 13:20:00,2025-12-19 13:47:22,2025-12-19 14:07:00,2025-12-19 14:34:22,delayed,47,365,A320,clear,25.7,12.6,14.2,0.0,54,cloudy,9.7,24.1,7.4,0.3,93,0.081,0.081,0.0,13,4,12,0,0,0.599,0.576,0.621,0.68,0.082,1
DL5656,DL,Delta Air Lines,CDG,Paris,BCN,Barcelona,2025-05-24 20:40:00,2025-05-24 21:44:21,2025-05-24 21:29:00,2025-05-24 22:33:21,delayed,49,858,B747,cloudy,18.0,9.3,11.1,0.1,36,rain,9.5,19.3,8.1,13.5,32,0.364,0.054,0.364,20,5,5,1,0,0.345,0.259,0.43,0.83,0.061,1
AF9846,AF,Air France,JFK,New York,BCN,Barcelona,2025-04-17 18:35:00,2025-04-18 02:16:15,2025-04-17 18:31:00,2025-04-18 02:12:15,on_time,0,6150,E190,fog,9.9,0.4,1.5,0.8,35,cloudy,6.3,18.6,10.1,0.3,30,0.788,0.788,0.173,18,3,4,0,0,0.507,0.81,0.203,0.78,0.234,0
DL6834,DL,Delta Air Lines,CDG,Paris,FCO,Rome,2025-10-26 12:20:00,2025-10-26 13:42:30,2025-10-26 12:24:00,2025-10-26 13:46:30,on_time,0,1100,E190,cloudy,17.2,15.8,9.4,0.2,83,cloudy,9.5,24.1,12.0,0.2,38,0.198,0.017,0.198,12,6,10,1,0,0.596,0.698,0.494,0.83,0.116,0
AA680,AA,American Airlines,FCO,Rome,JFK,New York,2025-05-04 16:45:00,2025-05-05 01:19:52,2025-05-04 16:47:00,2025-05-05 01:21:52,on_time,0,6865,B737,cloudy,7.3,22.1,12.4,0.3,89,rain,16.8,30.1,4.9,10.7,63,0.316,0.077,0.316,16,6,5,1,0,0.326,0.48,0.172,0.81,0.128,0
VY9504,VY,Vueling,CDG,Paris,FCO,Rome,2025-07-23 21:00:00,2025-07-23 22:22:30,2025-07-23 22:32:00,2025-07-23 23:54:30,delayed,92,1100,A321,storm,15.1,38.2,2.2,33.8,40,cloudy,17.3,21.4,9.5,0.3,77,0.984,0.984,0.109,21,2,7,0,0,0.29,0.278,0.303,0.7,0.116,1
U2372,U2,easyJet,DXB,Dubai,ORY,Paris,2025-09-25 06:20:00,2025-09-25 12:53:27,2025-09-25 06:19:00,2025-09-25 12:52:27,on_time,0,5246,A380,cloudy,24.3,6.6,13.9,0.0,60,cloudy,23.8,20.8,13.7,0.1,52,0.259,0.259,0.165,6,3,9,0,0,0.406,0.281,0.531,0.72,0.064,0
LH6600,LH,Lufthansa,LHR,London,ORY,Paris,2025-10-02 14:50:00,2025-10-02 15:17:22,2025-10-02 14:49:00,2025-10-02 15:16:22,on_time,0,365,B787,fog,13.1,8.0,1.7,0.9,53,rain,6.1,37.5,4.6,8.0,31,0.468,0.468,0.289,14,3,10,0,0,0.581,0.501,0.661,0.8,0.213,0
EK8307,EK,Emirates,JFK,New York,ORY,Paris,2025-03-05 22:00:00,2025-03-06 05:17:24,2025-03-05 22:04:00,2025-03-06 05:21:24,on_time,0,5832,A380,snow,-0.3,22.8,2.5,12.8,83,rain,18.2,30.0,3.4,13.6,30,0.693,0.693,0.319,22,2,3,0,0,0.136,0.169,0.102,0.88,0.193,0
AZ5726,AZ,ITA Airways,LHR,London,DXB,Dubai,2025-03-07 13:45:00,2025-03-07 20:37:16,2025-03-07 13:49:00,2025-03-07 20:41:16,on_time,0,5497,B737,snow,-5.2,8.5,4.8,5.9,74,cloudy,12.3,18.9,7.2,0.0,34,0.616,0.616,0.034,13,4,3,0,0,0.764,0.613,0.916,0.74,0.223,0
AF8958,AF,Air France,CDG,Paris,ORY,Paris,2025-06-12 10:05:00,2025-06-12 10:07:33,2025-06-12 10:52:00,2025-06-12 10:54:33,delayed,47,34,E190,rain,9.5,35.5,8.8,6.4,60,storm,24.0,74.8,3.0,20.2,53,1.0,0.383,1.0,10,3,6,0,0,0.802,0.742,0.862,0.78,0.069,1
DL3266,DL,Delta Air Lines,ORY,Paris,FCO,Rome,2025-11-16 16:25:00,2025-11-16 17:46:40,2025-11-16 16:29:00,2025-11-16 17:50:40,on_time,0,1089,A330,fog,3.5,0.3,1.5,0.6,80,rain,21.4,30.0,4.3,10.4,57,0.581,0.581,0.325,16,6,11,1,0,0.57,0.388,0.752,0.83,0.14,0
VY677,VY,Vueling,ORY,Paris,BCN,Barcelona,2025-10-05 20:30:00,2025-10-05 21:31:57,2025-10-05 20:33:00,2025-10-05 21:34:57,on_time,0,826,B777,clear,24.8,9.2,12.7,0.0,71,cloudy,11.4,24.4,8.6,0.1,83,0.135,0.135,0.008,20,6,10,1,0,0.563,0.59,0.536,0.7,0.208,0
VY2187,VY,Vueling,LHR,London,JFK,New York,2025-12-22 21:30:00,2025-12-23 04:25:30,2025-12-22 22:17:00,2025-12-23 05:12:30,delayed,47,5540,E190,clear,30.9,7.9,16.8,0.0,77,snow,-8.8,28.3,3.9,7.0,87,0.658,0.009,0.658,21,0,12,0,0,0.338,0.522,0.154,0.7,0.068,1
